,Year,Month,InflationRate,GasPrice,Sales,NetIncome,Assets,Equity,Volume,AdjustedClose,Date,AdjustedCloseChange,RegSales,GallonsSold,DateYM
149,2012,6,1.7,3.596,19849.0,2403.33,219380.0,131290.0,157.2725,69.7657,2012-06-01,7.3135203065322685,59.547,16,2012-06
150,2012,7,1.4,3.498,18622.33,1751.0,226860.0,134220.0,134.2659,72.4638,2012-07-01,3.867373222084794,55.86699000000001,15,2012-07
151,2012,8,1.7,3.78,18622.33,1751.0,226860.0,134220.0,112.9974,74.7629,2012-08-01,3.1727566039870823,55.86699000000001,14,2012-08
152,2012,9,2.0,3.91,18622.33,1751.0,226860.0,134220.0,117.8949,77.6958,2012-09-01,3.9229350386354724,55.86699000000001,14,2012-09
153,2012,10,2.2,3.812,18737.0,2415.0,232980.0,137830.0,129.4455,73.4835,2012-10-01,-5.4215285768342625,56.211,14,2012-10
154,2012,11,1.8,3.521,18737.0,2415.0,232980.0,137830.0,128.4177,71.0687,2012-11-01,-3.2861798907237585,56.211,15,2012-11
155,2012,12,1.7,3.381,18737.0,2415.0,232980.0,137830.0,125.4181,72.7162,2012-12-01,2.3181794517136183,56.211,16,2012-12
156,2013,1,1.6,3.391,18123.67,2059.33,237410.0,141490.0,119.425,77.4299,2013-01-01,6.482324433895073,54.37101,16,2013-01
157,2013,2,2.0,3.736,18123.67,2059.33,237410.0,141490.0,100.8124,79.3884,2013-02-01,2.5293846434000216,54.37101,14,2013-02
158,2013,3,1.5,3.779,18123.67,2059.33,237410.0,141490.0,114.5337,80.5201,2013-03-01,1.4255231242851494,54.37101,14,2013-03
159,2013,4,1.1,3.638,18398.33,1788.33,244050.0,144160.0,132.6688,82.6818,2013-04-01,2.684671280835474,55.194990000000004,15,2013-04
160,2013,5,1.4,3.675,18398.33,1788.33,244050.0,144160.0,155.4153,83.8595,2013-05-01,1.4243763440080102,55.194990000000004,15,2013-05
161,2013,6,1.8,3.689,18398.33,1788.33,244050.0,144160.0,123.6996,80.8468,2013-06-01,-3.592556597642485,55.194990000000004,14,2013-06
162,2013,7,2.0,3.661,18896.0,1650.0,247840.0,146070.0,104.6127,86.0047,2013-07-01,6.379844347580857,56.688,15,2013-07
163,2013,8,1.5,3.645,18896.0,1650.0,247840.0,146070.0,114.1013,82.9588,2013-08-01,-3.541550636186159,56.688,15,2013-08
164,2013,9,1.2,3.604,18896.0,1650.0,247840.0,146070.0,102.7043,83.6959,2013-09-01,0.8885133343298008,56.688,15,2013-09
165,2013,10,1.0,3.42,18003.33,1643.33,253750.0,150430.0,141.3209,82.635,2013-10-01,-1.2675650778592313,54.00999,15,2013-10
166,2013,11,1.2,3.322,18003.33,1643.33,253750.0,150430.0,120.6799,85.0488,2013-11-01,2.921038300962067,54.00999,16,2013-11
167,2013,12,1.5,3.357,18003.33,1643.33,253750.0,150430.0,116.1958,86.7645,2013-12-01,2.0173124135790346,54.00999,16,2013-12
168,2014,1,1.6,3.392,16960.33,1504.0,258240.0,151810.0,131.3423,77.54,2014-01-01,-10.631652346293691,50.880990000000004,15,2014-01
169,2014,2,1.1,3.434,16960.33,1504.0,258240.0,151810.0,144.0161,80.8252,2014-02-01,4.236781016249665,50.880990000000004,14,2014-02
170,2014,3,1.5,3.606,16960.33,1504.0,258240.0,151810.0,131.0537,83.3341,2014-03-01,3.104106145113164,50.880990000000004,14,2014-03
171,2014,4,2.0,3.735,18551.33,1888.33,262050.0,154750.0,130.3844,87.9665,2014-04-01,5.558828858774476,55.65399000000001,14,2014-04
172,2014,5,2.1,3.75,18551.33,1888.33,262050.0,154750.0,103.88,86.797,2014-05-01,-1.3294833828787063,55.65399000000001,14,2014-05
173,2014,6,2.1,3.766,18551.33,1888.33,262050.0,154750.0,132.5816,92.2823,2014-06-01,6.319688468495471,55.65399000000001,14,2014-06
174,2014,7,2.0,3.688,17245.33,1864.33,265430.0,157310.0,101.7375,91.3563,2014-07-01,-1.003442697028575,51.73599000000001,14,2014-07
175,2014,8,1.7,3.565,17245.33,1864.33,265430.0,157310.0,91.3163,92.2812,2014-08-01,1.0124096531930462,51.73599000000001,14,2014-08
176,2014,9,1.7,3.484,17245.33,1864.33,265430.0,157310.0,130.032026,85.0598,2014-09-01,-7.82542923152279,51.73599000000001,14,2014-09
177,2014,10,1.7,3.255,13890.0,1157.0,266030.0,156190.0,197.277643,85.5089,2014-10-01,0.5279814906689211,41.67,12,2014-10
178,2014,11,1.3,2.997,13890.0,1157.0,266030.0,156190.0,130.589383,78.3242,2014-11-01,-8.402283271098085,41.67,13,2014-11
179,2014,12,0.8,2.632,13890.0,1157.0,266030.0,156190.0,221.17842,80.7055,2014-12-01,3.0403119342425384,41.67,15,2014-12
180,2015,1,-0.1,2.208,10812.0,855.67,269600.0,157000.0,209.62691,73.763,2015-01-01,-8.602263786235127,32.436,14,2015-01
181,2015,2,0.0,2.301,10812.0,855.67,269600.0,157000.0,148.253494,77.4894,2015-02-01,5.051855266190358,32.436,14,2015-02
182,2015,3,-0.1,2.546,10812.0,855.67,269600.0,157000.0,170.274092,76.2546,2015-03-01,-1.5935082733896593,32.436,12,2015-03
